benchmark,topology,k,R,N,n_clean,acc_pct,mean_dyn_kJ,mean_total_tokens,acc_field,source_file
FanOutQA,decentralized,1,2,2,50,55.0,13.229,23854.4,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k1_R2_N2.jsonl
FanOutQA,decentralized,1,2,3,50,59.1,21.942,58092.2,loose_accuracy,final_qwen9b_canonical/FanOutQA/k_sweep/Qwen_Qwen3.5-9B_decentralized_k1.jsonl
FanOutQA,decentralized,1,2,4,50,59.3,18.312,44334.5,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k1_R2_N4.jsonl
FanOutQA,decentralized,1,2,5,50,59.5,25.118,66959.1,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k1_R2_N5.jsonl
FanOutQA,decentralized,1,30,3,50,56.4,217.009,1461746.6,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k1_R30_N3.jsonl
FanOutQA,decentralized,2,2,2,50,61.3,16.699,98620.2,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k2_R2_N2.jsonl
FanOutQA,decentralized,2,2,3,50,64.3,48.833,278463.4,loose_accuracy,final_qwen9b_canonical/FanOutQA/k_sweep/Qwen_Qwen3.5-9B_decentralized_k2.jsonl
FanOutQA,decentralized,2,2,4,50,66.8,30.868,172879.8,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k2_R2_N4.jsonl
FanOutQA,decentralized,2,2,5,50,67.6,41.405,220401.5,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k2_R2_N5.jsonl
FanOutQA,decentralized,2,15,3,50,59.9,122.071,862811.8,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k2_R15_N3.jsonl
FanOutQA,decentralized,3,2,2,50,66.1,19.787,122643.3,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k3_R2_N2.jsonl
FanOutQA,decentralized,3,2,3,50,66.9,41.049,359496.9,loose_accuracy,final_qwen9b_canonical/FanOutQA/k_sweep/Qwen_Qwen3.5-9B_decentralized_k3.jsonl
FanOutQA,decentralized,3,2,4,50,65.1,27.528,225222.1,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k3_R2_N4.jsonl
FanOutQA,decentralized,3,2,5,50,68.2,38.412,299707.0,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k3_R2_N5.jsonl
FanOutQA,decentralized,3,10,3,50,65.3,81.059,609519.8,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k3_R10_N3.jsonl
FanOutQA,decentralized,5,2,2,50,66.9,18.054,180145.0,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k5_R2_N2.jsonl
FanOutQA,decentralized,5,2,3,50,72.7,52.574,510455.5,loose_accuracy,final_qwen9b_canonical/FanOutQA/k_sweep/Qwen_Qwen3.5-9B_decentralized_k5.jsonl
FanOutQA,decentralized,5,2,4,50,66.0,32.288,343387.4,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k5_R2_N4.jsonl
FanOutQA,decentralized,5,2,5,50,68.1,41.035,373619.8,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k5_R2_N5.jsonl
FanOutQA,decentralized,5,6,3,50,64.1,52.651,432678.4,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k5_R6_N3.jsonl
FanOutQA,decentralized,6,5,3,50,63.5,45.978,381363.4,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k6_R5_N3.jsonl
FanOutQA,decentralized,7,2,2,50,62.9,19.0,235484.2,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k7_R2_N2.jsonl
FanOutQA,decentralized,7,2,3,50,72.0,56.076,599014.8,loose_accuracy,final_qwen9b_canonical/FanOutQA/k_sweep/Qwen_Qwen3.5-9B_decentralized_k7.jsonl
FanOutQA,decentralized,7,2,4,50,68.1,32.966,358452.4,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k7_R2_N4.jsonl
FanOutQA,decentralized,7,2,5,50,65.1,38.255,436259.8,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k7_R2_N5.jsonl
FanOutQA,decentralized,10,2,1,50,62.3,16.092,237191.6,loose_accuracy,final_qwen9b_canonical/FanOutQA/n_sweep/Qwen_Qwen3.5-9B_decentralized_k10_R2_N1.jsonl
FanOutQA,decentralized,10,2,2,50,70.4,39.919,495467.7,loose_accuracy,final_qwen9b_canonical/FanOutQA/n_sweep/Qwen_Qwen3.5-9B_decentralized_k10_R2_N2.jsonl
FanOutQA,decentralized,10,2,3,50,72.4,63.563,792595.2,loose_accuracy,final_qwen9b_canonical/FanOutQA/k_sweep/Qwen_Qwen3.5-9B_decentralized_k10.jsonl
FanOutQA,decentralized,10,2,4,50,71.6,88.545,937700.1,loose_accuracy,final_qwen9b_canonical/FanOutQA/n_sweep/Qwen_Qwen3.5-9B_decentralized_k10_R2_N4.jsonl
FanOutQA,decentralized,10,2,5,50,74.3,104.447,1135241.2,loose_accuracy,final_qwen9b_canonical/FanOutQA/n_sweep/Qwen_Qwen3.5-9B_decentralized_k10_R2_N5.jsonl
FanOutQA,decentralized,10,2,10,50,68.0,93.828,1026957.4,loose_accuracy,final_qwen9b_canonical/FanOutQA/n_sweep/Qwen_Qwen3.5-9B_decentralized_k10_R2_N10.jsonl
FanOutQA,decentralized,10,3,3,50,61.5,33.974,339481.0,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k10_R3_N3.jsonl
FanOutQA,decentralized,15,2,2,50,66.8,18.684,166643.9,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k15_R2_N2.jsonl
FanOutQA,decentralized,15,2,3,50,63.6,22.165,277397.7,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k15_R2_N3.jsonl
FanOutQA,decentralized,15,2,4,50,68.0,37.631,422472.8,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k15_R2_N4.jsonl
FanOutQA,decentralized,15,2,5,50,65.8,43.278,533576.3,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k15_R2_N5.jsonl
FanOutQA,decentralized,20,2,3,50,73.3,68.758,1059438.2,loose_accuracy,final_qwen9b_canonical/FanOutQA/k_sweep/Qwen_Qwen3.5-9B_decentralized_k20.jsonl
FanOutQA,decentralized,30,1,3,50,66.5,18.658,202156.3,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k30_R1_N3.jsonl
FanOutQA,decentralized,30,2,2,50,64.7,20.098,204496.9,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k30_R2_N2.jsonl
FanOutQA,decentralized,30,2,3,50,71.8,79.479,1285791.8,loose_accuracy,final_qwen9b_canonical/FanOutQA/k_sweep/Qwen_Qwen3.5-9B_decentralized_k30.jsonl
FanOutQA,decentralized,30,2,4,50,64.4,31.237,525389.1,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k30_R2_N4.jsonl
FanOutQA,decentralized,30,2,5,50,67.4,40.864,563780.6,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k30_R2_N5.jsonl
FanOutQA,decentralized,50,2,2,50,66.8,19.495,244644.7,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k50_R2_N2.jsonl
FanOutQA,decentralized,50,2,3,50,74.0,83.818,1462532.1,loose_accuracy,final_qwen9b_canonical/FanOutQA/k_sweep/Qwen_Qwen3.5-9B_decentralized_k50.jsonl
FanOutQA,decentralized,50,2,4,50,66.4,33.923,539374.4,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k50_R2_N4.jsonl
FanOutQA,decentralized,50,2,5,50,67.1,42.107,630966.3,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k50_R2_N5.jsonl
FanOutQA,independent,1,,2,50,58.9,7.539,8366.8,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_independent_k1_N2.jsonl
FanOutQA,independent,1,,3,50,57.6,11.122,17139.5,loose_accuracy,final_qwen9b_canonical/FanOutQA/k_sweep/Qwen_Qwen3.5-9B_independent_k1.jsonl
FanOutQA,independent,1,,4,50,58.3,7.885,11951.1,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_independent_k1_N4.jsonl
FanOutQA,independent,1,,5,50,55.4,10.697,16426.9,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_independent_k1_N5.jsonl
FanOutQA,independent,2,,2,50,58.8,10.996,32782.8,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_independent_k2_N2.jsonl
FanOutQA,independent,2,,3,50,61.6,15.333,58839.8,loose_accuracy,final_qwen9b_canonical/FanOutQA/k_sweep/Qwen_Qwen3.5-9B_independent_k2.jsonl
FanOutQA,independent,2,,4,50,66.3,14.206,63777.0,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_independent_k2_N4.jsonl
FanOutQA,independent,2,,5,50,62.0,19.302,76452.0,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_independent_k2_N5.jsonl
FanOutQA,independent,3,,2,50,58.0,11.268,45745.9,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_independent_k3_N2.jsonl
FanOutQA,independent,3,,3,50,66.0,18.18,75623.1,loose_accuracy,final_qwen9b_canonical/FanOutQA/k_sweep/Qwen_Qwen3.5-9B_independent_k3.jsonl
FanOutQA,independent,3,,4,50,64.3,21.226,89617.5,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_independent_k3_N4.jsonl
FanOutQA,independent,3,,5,50,65.7,22.883,115089.4,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_independent_k3_N5.jsonl
FanOutQA,independent,5,,2,50,64.7,9.886,66536.5,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_independent_k5_N2.jsonl
FanOutQA,independent,5,,3,50,64.0,23.107,131741.4,loose_accuracy,final_qwen9b_canonical/FanOutQA/k_sweep/Qwen_Qwen3.5-9B_independent_k5.jsonl
FanOutQA,independent,5,,4,50,66.8,18.289,128410.9,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_independent_k5_N4.jsonl
FanOutQA,independent,5,,5,50,67.1,22.502,158598.5,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_independent_k5_N5.jsonl
FanOutQA,independent,7,,2,50,61.6,12.592,97302.2,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_independent_k7_N2.jsonl
FanOutQA,independent,7,,3,50,66.3,20.942,161751.5,loose_accuracy,final_qwen9b_canonical/FanOutQA/k_sweep/Qwen_Qwen3.5-9B_independent_k7.jsonl
FanOutQA,independent,7,,4,50,66.6,20.687,166731.3,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_independent_k7_N4.jsonl
FanOutQA,independent,7,,5,50,65.7,22.777,226030.4,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_independent_k7_N5.jsonl
FanOutQA,independent,10,,2,50,65.3,11.642,99025.2,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_independent_k10_N2.jsonl
FanOutQA,independent,10,,3,50,67.4,24.395,221815.3,loose_accuracy,final_qwen9b_canonical/FanOutQA/k_sweep/Qwen_Qwen3.5-9B_independent_k10.jsonl
FanOutQA,independent,10,,4,50,68.0,20.085,208935.7,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_independent_k10_N4.jsonl
FanOutQA,independent,15,,2,50,62.4,10.659,98822.0,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl
FanOutQA,independent,15,,3,50,70.2,25.824,268455.1,loose_accuracy,final_qwen9b_canonical/FanOutQA/k_sweep/Qwen_Qwen3.5-9B_independent_k15.jsonl
FanOutQA,independent,15,,4,50,64.9,19.224,219992.4,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl
FanOutQA,independent,15,,5,50,65.6,26.733,246637.4,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N5.jsonl
FanOutQA,independent,20,,2,50,63.6,11.88,102483.9,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_independent_k20_N2.jsonl
FanOutQA,independent,20,,3,50,67.7,17.592,159228.9,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_independent_k20_N3.jsonl
FanOutQA,independent,20,,4,50,62.3,24.201,217894.7,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_independent_k20_N4.jsonl
FanOutQA,independent,20,,5,50,64.1,29.383,218852.7,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_independent_k20_N5.jsonl
FanOutQA,independent,20,,10,50,66.9,45.871,456086.5,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_independent_k20_N10.jsonl
FanOutQA,independent,30,,2,50,63.8,13.395,143688.6,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_independent_k30_N2.jsonl
FanOutQA,independent,30,,3,50,70.0,28.582,406001.1,loose_accuracy,final_qwen9b_canonical/FanOutQA/k_sweep/Qwen_Qwen3.5-9B_independent_k30.jsonl
FanOutQA,independent,30,,4,50,66.5,19.282,238635.6,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_independent_k30_N4.jsonl
FanOutQA,independent,30,,5,50,65.9,25.799,305618.2,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_independent_k30_N5.jsonl
FanOutQA,independent,50,,2,50,64.7,14.328,137336.6,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_independent_k50_N2.jsonl
FanOutQA,independent,50,,3,50,68.2,31.469,385215.7,loose_accuracy,final_qwen9b_canonical/FanOutQA/k_sweep/Qwen_Qwen3.5-9B_independent_k50.jsonl
FanOutQA,independent,50,,4,50,68.5,21.465,248470.0,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_independent_k50_N4.jsonl
FanOutQA,independent,50,,5,50,67.9,25.705,251417.0,loose_accuracy,a5000_fanoutqa_canonical_bf16/Qwen_Qwen3.5-9B_independent_k50_N5.jsonl
FanOutQA,sas,1,,1,50,13.8,0.955,6068.1,loose_accuracy,final_qwen9b_canonical/FanOutQA/k_sweep/Qwen_Qwen3.5-9B_sas_k1.jsonl
FanOutQA,sas,2,,1,50,43.8,4.378,20173.7,loose_accuracy,final_qwen9b_canonical/FanOutQA/k_sweep/Qwen_Qwen3.5-9B_sas_k2.jsonl
FanOutQA,sas,3,,1,50,50.9,3.823,26642.0,loose_accuracy,final_qwen9b_canonical/FanOutQA/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl
FanOutQA,sas,5,,1,50,54.4,4.442,39959.5,loose_accuracy,final_qwen9b_canonical/FanOutQA/k_sweep/Qwen_Qwen3.5-9B_sas_k5.jsonl
FanOutQA,sas,7,,1,50,55.3,4.143,53591.2,loose_accuracy,final_qwen9b_canonical/FanOutQA/k_sweep/Qwen_Qwen3.5-9B_sas_k7.jsonl
FanOutQA,sas,10,,1,50,57.7,5.063,67820.1,loose_accuracy,final_qwen9b_canonical/FanOutQA/k_sweep/Qwen_Qwen3.5-9B_sas_k10.jsonl
FanOutQA,sas,15,,1,50,56.8,5.783,100852.7,loose_accuracy,final_qwen9b_canonical/FanOutQA/k_sweep/Qwen_Qwen3.5-9B_sas_k15.jsonl
FanOutQA,sas,20,,1,50,58.8,7.742,128661.1,loose_accuracy,final_qwen9b_canonical/FanOutQA/k_sweep/Qwen_Qwen3.5-9B_sas_k20.jsonl
FanOutQA,sas,30,,1,50,61.0,8.252,170392.4,loose_accuracy,final_qwen9b_canonical/FanOutQA/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl
FanOutQA,sas,50,,1,50,59.2,9.481,224145.2,loose_accuracy,final_qwen9b_canonical/FanOutQA/k_sweep/Qwen_Qwen3.5-9B_sas_k50.jsonl
SWE_bench,centralized,1,2,2,50,0.0,8.573,19601.3,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_centralized_k1_R2_N2.jsonl
SWE_bench,centralized,1,2,3,50,0.0,16.852,29738.4,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_centralized_k1_R2_N3.jsonl
SWE_bench,centralized,1,2,4,50,0.0,15.683,37501.0,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_centralized_k1_R2_N4.jsonl
SWE_bench,centralized,1,2,5,50,0.0,17.866,45901.2,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_centralized_k1_R2_N5.jsonl
SWE_bench,centralized,1,30,3,50,22.0,469.566,2879397.7,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_centralized_k1_R30_N3.jsonl
SWE_bench,centralized,2,2,2,50,2.0,11.378,38206.6,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_centralized_k2_R2_N2.jsonl
SWE_bench,centralized,2,2,3,50,2.0,19.963,58738.6,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_centralized_k2_R2_N3.jsonl
SWE_bench,centralized,2,2,4,50,2.0,16.847,72309.9,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_centralized_k2_R2_N4.jsonl
SWE_bench,centralized,2,2,5,50,0.0,19.984,90413.7,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_centralized_k2_R2_N5.jsonl
SWE_bench,centralized,2,15,3,50,18.0,260.019,1780104.7,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_centralized_k2_R15_N3.jsonl
SWE_bench,centralized,3,2,2,50,2.0,12.384,59472.1,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_centralized_k3_R2_N2.jsonl
SWE_bench,centralized,3,2,3,50,4.0,22.973,97052.0,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_centralized_k3_R2_N3.jsonl
SWE_bench,centralized,3,2,4,50,4.0,22.633,119198.2,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_centralized_k3_R2_N4.jsonl
SWE_bench,centralized,3,10,3,50,22.0,175.091,1438606.1,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_centralized_k3_R10_N3.jsonl
SWE_bench,centralized,5,2,3,50,12.0,32.7,198821.1,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_centralized_k5_R2_N3.jsonl
SWE_bench,centralized,5,6,3,50,18.0,129.888,1235803.3,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_centralized_k5_R6_N3.jsonl
SWE_bench,centralized,6,5,3,50,24.0,122.102,1185985.8,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_centralized_k6_R5_N3.jsonl
SWE_bench,centralized,7,2,2,50,10.0,24.236,216964.9,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_centralized_k7_R2_N2.jsonl
SWE_bench,centralized,7,2,3,50,10.0,42.035,273426.3,real_correct,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_centralized_k7_R2.jsonl
SWE_bench,centralized,10,2,1,50,10.0,18.682,186605.2,real_correct,final_qwen9b_canonical/SWE_bench/n_sweep/Qwen_Qwen3.5-9B_centralized_k10_R2_N1.jsonl
SWE_bench,centralized,10,2,2,50,16.0,42.769,372382.9,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_centralized_k10_R2_N2.jsonl
SWE_bench,centralized,10,2,3,50,20.0,57.842,555737.7,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_centralized_k10_R2_N3.jsonl
SWE_bench,centralized,10,2,4,50,18.0,72.865,740907.2,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_centralized_k10_R2_N4.jsonl
SWE_bench,centralized,10,2,5,50,14.0,86.708,944543.8,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_centralized_k10_R2_N5.jsonl
SWE_bench,centralized,10,2,10,50,12.0,177.837,1666785.2,real_correct,final_qwen9b_canonical/SWE_bench/n_sweep/Qwen_Qwen3.5-9B_centralized_k10_R2_N10.jsonl
SWE_bench,centralized,10,3,3,50,24.0,95.53,1106000.8,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_centralized_k10_R3_N3.jsonl
SWE_bench,centralized,15,2,3,50,20.0,85.368,1046709.3,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_centralized_k15_R2_N3.jsonl
SWE_bench,centralized,20,2,3,50,22.0,113.729,1447236.9,real_correct,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_centralized_k20_R2.jsonl
SWE_bench,centralized,30,1,3,50,22.0,66.098,970939.3,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_centralized_k30_R1_N3.jsonl
SWE_bench,centralized,30,2,3,50,26.0,177.962,2955323.1,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_centralized_k30_R2_N3.jsonl
SWE_bench,centralized,50,2,3,50,28.0,246.979,5230609.0,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_centralized_k50_R2_N3.jsonl
SWE_bench,centralized,100,2,3,50,30.0,288.69,6252334.1,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_centralized_k100_R2_N3.jsonl
SWE_bench,centralized,200,2,3,50,40.0,632.036,9064981.8,real_correct,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_centralized_k200_R2_N3.jsonl
SWE_bench,decentralized,1,2,2,50,0.0,8.904,15781.1,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k1_R2_N2.jsonl
SWE_bench,decentralized,1,2,3,50,0.0,13.253,23960.2,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k1_R2_N3.jsonl
SWE_bench,decentralized,1,2,4,50,0.0,8.695,30037.8,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k1_R2_N4.jsonl
SWE_bench,decentralized,1,2,5,50,0.0,8.401,36443.6,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k1_R2_N5.jsonl
SWE_bench,decentralized,1,30,3,50,24.0,377.715,2847188.4,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k1_R30_N3.jsonl
SWE_bench,decentralized,2,2,2,50,0.0,10.733,34122.7,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k2_R2_N2.jsonl
SWE_bench,decentralized,2,2,3,50,0.0,16.706,52764.2,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k2_R2_N3.jsonl
SWE_bench,decentralized,2,2,4,50,0.0,11.102,65172.9,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k2_R2_N4.jsonl
SWE_bench,decentralized,2,2,5,50,0.0,12.869,82625.0,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k2_R2_N5.jsonl
SWE_bench,decentralized,2,15,3,50,28.0,174.523,1738299.7,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k2_R15_N3.jsonl
SWE_bench,decentralized,3,2,2,50,0.0,15.621,57504.0,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k3_R2_N2.jsonl
SWE_bench,decentralized,3,2,3,50,0.0,19.368,89612.8,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k3_R2_N3.jsonl
SWE_bench,decentralized,3,2,4,50,0.0,15.047,112912.9,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k3_R2_N4.jsonl
SWE_bench,decentralized,3,2,5,50,0.0,19.19,140105.6,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k3_R2_N5.jsonl
SWE_bench,decentralized,3,10,3,50,28.0,147.095,1414213.0,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k3_R10_N3.jsonl
SWE_bench,decentralized,5,2,2,50,4.0,18.863,118259.1,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k5_R2_N2.jsonl
SWE_bench,decentralized,5,2,3,50,14.0,30.355,193574.0,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k5_R2_N3.jsonl
SWE_bench,decentralized,5,2,4,50,4.0,27.282,243533.8,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k5_R2_N4.jsonl
SWE_bench,decentralized,5,2,5,50,4.0,33.303,312041.2,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k5_R2_N5.jsonl
SWE_bench,decentralized,5,6,3,50,28.0,104.658,1201768.8,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k5_R6_N3.jsonl
SWE_bench,decentralized,6,5,3,50,26.0,90.362,1129391.7,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k6_R5_N3.jsonl
SWE_bench,decentralized,7,2,2,50,4.0,24.734,205093.6,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k7_R2_N2.jsonl
SWE_bench,decentralized,7,2,3,50,16.0,64.367,586522.9,real_correct,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_decentralized_k7.jsonl
SWE_bench,decentralized,7,2,4,50,8.0,37.735,398249.4,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k7_R2_N4.jsonl
