topology,k,R,N,filename,n_valid,n_errored,patch_presence_correct,patch_presence_acc_pct,acc_std_pct,acc_std_ci95_pct,mean_kJ_dynamic_std,mean_kJ_dynamic_std_ci95,n_std,mean_tokens_std,mean_completion_tokens_std,degraded_incomplete_run,acc_ci95_pct,mean_kJ_dynamic,mean_kJ_dynamic_ci95,total_kJ_dynamic,mean_kJ_gpu_total,mean_kJ_total_system,mean_kJ_inference,mean_kJ_coordination,mean_kJ_tool_exec,mean_wall_s,mean_wall_s_serial,mean_prompt_tokens,mean_completion_tokens,mean_tokens,mean_n_tool_calls,mean_n_llm_calls,mean_task_kv
sas,1,,,Qwen_Qwen3.5-9B_sas_k1.jsonl,50,0,9,18.0,17.02127659574468,10.860669416639777,2.3290446672810488,1.1520131503560544,47,5227.276595744681,457.59574468085106,False,10.757248718887185,2.269498743296948,1.0847391769928527,113.47493716484739,2.69224156,2.8779380523401827,0.59606873722847,1.6685558864914123,0.004874119577065121,12.272600663378835,12.272600663378835,4758.52,445.26,5203.78,1.0,2.0,1021650.19
sas,2,,,Qwen_Qwen3.5-9B_sas_k2.jsonl,50,0,23,46.0,42.5531914893617,14.288155810359768,3.3831087087343046,1.104397190124382,47,10802.212765957447,622.4255319148937,False,13.955128089702368,3.348606404082746,1.0445295712363516,167.4303202041373,3.7981079800000015,4.070864905985837,1.6379012362980019,1.7040554219303587,0.006649745854386411,17.36985843311995,17.36985843311995,10123.46,616.0,10739.46,2.0,2.98,2078102.7
sas,3,,,Qwen_Qwen3.5-9B_sas_k3.jsonl,50,0,33,66.0,63.829787234042556,13.885591532710361,4.758344349242802,1.4938527091013314,47,16780.021276595744,919.3829787234042,False,13.26384559620625,4.992849781769082,1.58777965729987,249.6424890884541,5.912950940000001,6.303148117909184,4.377101111425074,0.6057465509481227,0.010002119395884341,26.76159973088652,26.76159973088652,15703.52,966.9,16670.42,2.72,3.58,5402925.25
sas,5,,,Qwen_Qwen3.5-9B_sas_k5.jsonl,50,0,37,74.0,72.3404255319149,12.926782220832864,6.8544748696227185,2.09045365671068,47,24366.72340425532,1257.4893617021276,False,12.281758831698331,6.990422120671826,2.1007341124247696,349.5211060335913,7.913802999999998,8.438206471444136,6.287038037510671,0.6899784841532868,0.013405599007870129,35.64183728281409,35.64183728281409,22517.2,1284.72,23801.92,3.62,4.16,9602729.16
sas,7,,,Qwen_Qwen3.5-9B_sas_k7.jsonl,50,0,38,76.0,74.46808510638297,12.600968989318167,7.017073903566697,2.1493613165475085,47,26519.893617021276,1362.3829787234042,False,11.958327642275068,7.116929004760419,2.138208237634952,355.8464502380209,8.42116666,8.972981968162404,7.09621839807638,0.008519526531195802,0.012191080152844423,37.92989815838635,37.92989815838635,24442.58,1383.32,25825.9,3.78,4.26,12528787.26
sas,10,,,Qwen_Qwen3.5-9B_sas_k10.jsonl,50,0,38,76.0,74.46808510638297,12.600968989318167,7.813142775543417,2.389613816867334,47,27043.85106382979,1442.1702127659576,False,11.958327642275068,7.889710136109634,2.3617460458419663,394.4855068054817,8.932802299999999,9.52131095666079,7.87528816841712,0.0,0.01442196769251255,40.200115078315136,40.200115078315136,24860.1,1458.32,26318.42,3.82,4.32,13258316.58
sas,15,,,Qwen_Qwen3.5-9B_sas_k15.jsonl,50,0,38,76.0,74.46808510638297,12.600968989318167,7.054452090048802,2.151498649863288,47,26768.85106382979,1367.2340425531916,False,11.958327642275068,7.15156189671101,2.1400946806981453,357.57809483555053,8.461630000000005,9.01601370498324,7.134568301288588,0.0,0.016993595422424047,38.06779813915491,38.06779813915491,24672.04,1387.88,26059.92,3.8,4.28,12568334.2
sas,20,,,Qwen_Qwen3.5-9B_sas_k20.jsonl,50,0,38,76.0,74.46808510638297,12.600968989318167,7.054631848047967,2.152369761416821,47,26768.85106382979,1367.2340425531916,False,11.958327642275068,7.1531915856709425,2.141129146307792,357.65957928354715,8.464838600000002,9.036497077697515,7.141141540935415,0.0,0.012050044735527298,38.147569569535555,38.147569569535555,24672.04,1387.88,26059.92,3.8,4.28,12568334.2
sas,30,,,Qwen_Qwen3.5-9B_sas_k30.jsonl,50,0,38,76.0,74.46808510638297,12.600968989318167,7.052807884599902,2.1529071889480034,47,26768.85106382979,1367.2340425531916,False,11.958327642275068,7.151668444338509,2.1421388703799065,357.58342221692544,8.463202220000001,9.029203532859027,7.138915565211927,0.0,0.012752879126584054,38.14207133609801,38.14207133609801,24672.04,1387.88,26059.92,3.8,4.28,12568334.2
sas,50,,,Qwen_Qwen3.5-9B_sas_k50.jsonl,50,0,38,76.0,74.46808510638297,12.600968989318167,7.050276010502223,2.1535953030128634,47,26768.85106382979,1367.2340425531916,False,11.958327642275068,7.150001327537244,2.1423083265666008,357.5000663768622,8.460839719999997,9.028242720911463,7.138099417430187,0.0,0.011901910107052358,38.12972642634064,38.12972642634064,24672.04,1387.88,26059.92,3.8,4.28,12568334.2
