benchmark,sweep,topology,k,R,N,filename,n_valid,n_errored,patch_presence_correct,patch_presence_acc_pct,acc_std_pct,acc_std_ci95_pct,mean_kJ_dynamic_std,mean_kJ_dynamic_std_ci95,n_std,mean_tokens_std,mean_completion_tokens_std,degraded_incomplete_run,acc_ci95_pct,mean_kJ_dynamic,mean_kJ_dynamic_ci95,total_kJ_dynamic,mean_kJ_gpu_total,mean_kJ_total_system,mean_kJ_inference,mean_kJ_coordination,mean_kJ_tool_exec,mean_wall_s,mean_wall_s_serial,mean_prompt_tokens,mean_completion_tokens,mean_tokens,mean_n_tool_calls,mean_n_llm_calls,mean_task_kv,loose_acc_pct,real_correct_present,real_correct_true,harness_acc_pct,harness_acc_evaluated_only_pct
BrowseCompplus,k_sweep,sas,1,,,Qwen_Qwen3.5-9B_sas_k1.jsonl,50,0,5,10.0,10.0,8.399999999999999,2.4867344259059228,1.4315397124340046,50,7309.42,433.96,False,8.399999999999999,2.4867344259059228,1.4315397124340046,124.33672129529614,2.9382757200000005,3.180023376824654,0.48505216801146034,1.9861985399123205,0.015483717982141711,13.683408791609109,13.683408791609109,6875.46,433.96,7309.42,2.22,2.0,4382786.12,,,,,
BrowseCompplus,k_sweep,sas,2,,,Qwen_Qwen3.5-9B_sas_k2.jsonl,50,0,9,18.0,18.0,10.757248718887185,2.678043520062725,0.36197303226406374,50,19875.9,345.36,False,10.757248718887185,2.678043520062725,0.36197303226406374,133.90217600313625,2.9682272199999993,3.271117975633984,1.4246736622588665,1.2126103092662364,0.04075954853762262,14.321972017548978,14.321972017548978,19530.54,345.36,19875.9,4.38,2.98,2798685.42,,,,,
BrowseCompplus,k_sweep,sas,3,,,Qwen_Qwen3.5-9B_sas_k3.jsonl,50,0,13,26.0,26.0,12.281758831698331,6.17835678995143,2.3637550095204363,50,37344.12,878.32,False,12.281758831698331,6.178356789951429,2.3637550095204363,308.91783949757144,7.289064519999999,7.88545303603021,2.257271468570801,3.8799060170231088,0.04117930435752183,33.703466925956306,33.703466925956306,36465.8,878.32,37344.12,6.4,3.86,18106289.66,,,,,
BrowseCompplus,k_sweep,sas,5,,,Qwen_Qwen3.5-9B_sas_k5.jsonl,50,0,17,34.0,34.0,13.26384559620625,10.422606420769666,3.8378747391765957,50,73459.42,1271.26,False,13.26384559620625,10.422606420769672,3.8378747391765957,521.1303210384835,11.497444940000003,12.432550206369381,4.487249610752606,5.8510423697801,0.08431444023695929,53.02878646265715,53.02878646265715,72188.16,1271.26,73459.42,9.62,5.52,29038890.33,,,,,
BrowseCompplus,k_sweep,sas,7,,,Qwen_Qwen3.5-9B_sas_k7.jsonl,50,0,16,32.0,32.0,13.061332244453475,12.310764810819165,3.6948394844821775,50,110639.36,1571.64,False,13.061332244453475,12.310764810819162,3.6948394844821775,615.5382405409581,14.52525198,15.715424575840613,6.866939188613517,5.362608091525547,0.08121753068010135,67.18874964483082,67.18874964483082,109067.72,1571.64,110639.36,12.82,6.82,38218919.14,,,,,
BrowseCompplus,k_sweep,sas,10,,,Qwen_Qwen3.5-9B_sas_k10.jsonl,50,0,18,36.0,36.0,13.44,17.087145956771025,4.351655805370636,50,154142,2133.5,False,13.44,17.087145956771028,4.351655805370636,854.3572978385514,18.850287020000003,20.378566294797658,9.772571589359954,7.173766955255303,0.14080741215576856,86.97921618688852,86.97921618688852,152008.5,2133.5,154142.0,16.12,8.6,53156024.19,,,,,
BrowseCompplus,k_sweep,sas,15,,,Qwen_Qwen3.5-9B_sas_k15.jsonl,50,0,18,36.0,36.0,13.44,19.09200256509247,4.6841558146968385,50,247456.34,2172.32,False,13.44,19.09200256509248,4.6841558146968385,954.6001282546239,22.55006600000001,24.456327552088855,13.540630230793992,5.410794860683873,0.14057747361460265,104.92567502107471,104.92567502107471,245284.02,2172.32,247456.34,22.64,11.3,57908568.1,,,,,
BrowseCompplus,k_sweep,sas,20,,,Qwen_Qwen3.5-9B_sas_k20.jsonl,50,0,17,34.0,34.0,13.26384559620625,21.948042096094678,5.0316155047855995,50,313518.36,2499.8,False,13.26384559620625,21.94804209609468,5.0316155047855995,1097.402104804734,25.934008160000005,28.161865242592583,16.562611433670483,5.2084630349281005,0.17696762749609146,120.98969907250256,120.98969907250256,311018.56,2499.8,313518.36,27.32,13.44,68393992.28,,,,,
BrowseCompplus,k_sweep,sas,30,,,Qwen_Qwen3.5-9B_sas_k30.jsonl,50,0,18,36.0,36.0,13.44,29.963375777539053,9.85387068651801,50,457810.44,3604.98,False,13.44,29.963375777539053,9.85387068651801,1498.1687888769527,35.41195698,38.47630738187715,23.601910215728108,6.126253502286454,0.23521205952449317,165.35646565243601,165.35646565243601,454205.46,3604.98,457810.44,37.76,18.12,102021917.33,,,,,
BrowseCompplus,k_sweep,sas,50,,,Qwen_Qwen3.5-9B_sas_k50.jsonl,50,0,18,36.0,36.0,13.44,45.290468499545476,26.008095476000975,50,740490.4,6356.88,False,13.44,45.29046849954548,26.008095476000975,2264.5234249772743,53.52140836000002,58.14469117495221,38.39122406765391,6.525275365801147,0.37396906609041736,249.75605649776756,249.75605649776756,734133.52,6356.88,740490.4,57.52,27.24,193545522.5,,,,,
